INFO:root:Serial port /dev/ttyACM0 opened successfully.
DEBUG:root:Received raw data: 2024/01/08 05:48:42.799   34.695981813  -82.794735288  2716.0108   5   5  72.9643 183.5741 308.5871   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Ignoring non-GPGGA sentence: 2024/01/08 05:48:42.799   34.695981813  -82.794735288  2716.0108   5   5  72.9643 183.5741 308.5871   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Received raw data: 2024/01/08 05:48:42.995   34.695983687  -82.794734902  2715.7128   5   4  72.9643 183.5741 308.5871   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Ignoring non-GPGGA sentence: 2024/01/08 05:48:42.995   34.695983687  -82.794734902  2715.7128   5   4  72.9643 183.5741 308.5871   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Received raw data: 2024/01/08 05:48:43.199   34.695995016  -82.794729370  2713.5827   5   5  72.7227 182.9470 307.5461   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Ignoring non-GPGGA sentence: 2024/01/08 05:48:43.199   34.695995016  -82.794729370  2713.5827   5   5  72.7227 182.9470 307.5461   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Received raw data: 2024/01/08 05:48:43.395   34.695996792  -82.794729018  2713.3000   5   4  72.7227 182.9470 307.5461   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Ignoring non-GPGGA sentence: 2024/01/08 05:48:43.395   34.695996792  -82.794729018  2713.3000   5   4  72.7227 182.9470 307.5461   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Received raw data: 2024/01/08 05:48:43.599   34.696013270  -82.794721026  2710.2189   5   5  72.4841 182.3273 306.5173   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Ignoring non-GPGGA sentence: 2024/01/08 05:48:43.599   34.696013270  -82.794721026  2710.2189   5   5  72.4841 182.3273 306.5173   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Received raw data: 2024/01/08 05:48:43.799   34.696028361  -82.794713719  2707.4069   5   5  72.3650 182.0181 306.0039   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Ignoring non-GPGGA sentence: 2024/01/08 05:48:43.799   34.696028361  -82.794713719  2707.4069   5   5  72.3650 182.0181 306.0039   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Received raw data: 2024/01/08 05:48:43.999   34.696048825  -82.794703689  2703.5793   5   5  72.2470 181.7117 305.4951   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Ignoring non-GPGGA sentence: 2024/01/08 05:48:43.999   34.696048825  -82.794703689  2703.5793   5   5  72.2470 181.7117 305.4951   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Received raw data: 2024/01/08 05:48:44.199   34.696072795  -82.794692203  2699.1044   5   5  72.1293 181.4060 304.9875   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Ignoring non-GPGGA sentence: 2024/01/08 05:48:44.199   34.696072795  -82.794692203  2699.1044   5   5  72.1293 181.4060 304.9875   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Received raw data: 2024/01/08 05:48:44.399   34.696095022  -82.794681454  2694.9591   5   5  72.0117 181.1005 304.4803   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Ignoring non-GPGGA sentence: 2024/01/08 05:48:44.399   34.696095022  -82.794681454  2694.9591   5   5  72.0117 181.1005 304.4803   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Received raw data: 2024/01/08 05:48:44.599   34.696123118  -82.794667950  2689.7135   5   5  71.8951 180.7977 303.9773   0.0000   0.0000   0.0000   0.00    0.0
